,aid,Authors,Title,Pub_year,Concept_mod,Graphical,Robust,Response
260,271,"He, Q.; Wu, Z.; Zhou, W.; Dong, R.","Perception and Attitudes of Local Communities Towards Wild Elephant-related Problems and Conservation in Xishuangbanna, Southwestern China",2011,0,0,0,None
261,272,"Hedge, R.; Enters, T.","Forest products and household economy: a case study from Mudumalai Wildlife Sanctuary, Southern India",2000,0,0,0,None
263,274,"Heinen, J. T.; Shrivastava, R. J.","An analysis of conservation attitudes and awareness around Kaziranga National Park, Assam, India: Implications for conservation and development",2010,0,0,0,None
264,275,"Henson, A.; Williams, D.; Dupain, J.; Gichohi, H.; Muruthi, P.",The Heartland Conservation Process: Enhancing biodiversity conservation and livelihoods through landscape-scale conservation planning in Africa,2009,0,0,0,None
265,276,"Herrmann, T. M.; Torri, M. C.",Changing forest conservation and management paradigms: Traditional ecological knowledge systems and sustainable forestry: Perspectives from Chile and India,2009,0,0,0,None
835,895,"Herrold-Menzies, M",From Adversary to Partner: The Evolving Role of Caohai Nature Reserve in the Lives of Reserve Residents,2006,0,0,0,None
266,277,"Herrold-Menzies, M.",Spies in the Marsh or Post-Soviet Saviors? Crane Conservation and Community Outreach in the Russian Far East,2012,0,0,0,None
836,896,"Hess, S. S.N. Larsen and C. Leisher",TNC Raja Ampat Marine Protected Area Perception Monitoring Trend Analysis,2011,0,0,0,None
267,278,"Heubach, K.; Wittig, R.; Nuppenau, E. A.; Hahn, K.",The economic importance of non-timber forest products (NTFPs) for livelihood maintenance of rural west African communities: A case study from northern Benin,2011,0,0,0,None
268,279,"Heubach, K.; Wittig, R.; Nuppenau, E. A.; Hahn, K.","Local Values, Social Differentiation and Conservation Efforts: The Impact of Ethnic Affiliation on the Valuation of NTFP-Species in Northern Benin, West Africa",2013,0,0,0,None
269,280,"Hewawasam, I.",Advancing knowledge: A key element of the World Bank's integrated coastal management strategic agenda in Sub-Saharan Africa,2000,0,0,0,None
270,281,"Heyman, W. D.; Granados-Dieseldorff, P.",The voice of the fisherman of the Gulf of Honduras: Improving regional fisheries management through fisher participation,2012,0,0,0,None
271,282,"Heyman, W. D.; Stronza, A.",South-South Exchanges Enhance Resource Management and Biodiversity Conservation at Various Scales,2011,0,0,0,None
272,283,"Hicks, C. C.; McClanahan, T. R.; Cinner, J. E.; Hills, J. M.",Trade-Offs in Values Assigned to Ecological Goods and Services Associated with Different Coral Reef Management Strategies,2009,0,0,0,None
273,284,"Hill, C. M.","Conflicting attitudes towards elephants around the Budongo Forest Reserve, Uganda",1998,0,0,0,None
274,285,"Hill, K. A.",Zimbabwe's wildlife conservation regime: Rural farmers and the state,1991,0,0,0,None
275,286,"Hill, N. A. O.; Rowcliffe, J. M.; Koldewey, H. J.; Milner-Gulland, E. J.",The Interaction between Seaweed Farming as an Alternative Occupation and Fisher Numbers in the Central Philippines,2012,0,0,0,None
276,287,"Himberg, N.; Omoro, L.; Pellikka, P.; Luukkanen, O.","The benefits and constraints of participation in forest management. The case of Taita hills, Kenya",2009,0,0,0,None
277,288,"Himley, M.","Nature conservation, rural livelihoods, and territorial control in Andean Ecuador",2009,0,0,0,None
278,289,"Hirst, R.; Al-Thary, I.; Abdul-Aziz, M.","Developing and implementing an innovative biodiversity management strategy for a large energy project at Balhaf, Yemen",2010,0,0,0,None
279,290,"Ho, T. V. T.; Cottrell, A.; Valentine, P.; Woodley, S.",Perceived barriers to effective multilevel governance of human-natural systems: An analysis of marine protected areas in Vietnam,2012,0,0,0,None
280,291,"Hobbs, J. J.; Grainger, J.; El-Bastawisi, I. Y.","Inception of the Bedouin support programme in the St. Katherine Natural Protectorate, Sinai, Egypt",1998,0,0,0,None
281,292,"Hoehn, S.; Thapa, B.","Attitudes and perceptions of indigenous fishermen towards marine resource management in Kuna Yala, Panama",2009,0,0,0,None
282,293,"Hoffmann, D.",The Sajama National Park in Bolivia: A model for cooperation among state and local authorities and the indigenous population,2007,0,0,0,None
283,294,"Hogarth, N. J.","The link between smallholder bamboo shoot management, income, and livelihoods: A case study in southern China",2013,0,0,0,None
284,295,"Holladay, P. J.; Ormsby, A. A.","A comparative study of local perceptions of ecotourism and conservation at Five Blues Lake National Park, Belize",2011,0,0,0,None
285,296,"Holmes, C. M.",The influence of protected area outreach on conservation attitudes and resource use patterns: A case study from western Tanzania,2003,0,0,0,None
286,297,"Holmes, C. M.",Assessing the perceived utility of wood resources in a protected area of Western Tanzania,2003,0,0,0,None
287,298,"Hope, R. A.","""WATER, WORKFARE AND POVERTY: THE IMPACT OF THE WORKING FOR WATER PROGRAMME ON RURAL POVERTY REDUCTION""",2006,0,0,0,None
288,299,"Horn, C. M.; Gilmore, M. P.; Endress, B. A.",Ecological and socio-economic factors influencing aguaje (Mauritia flexuosa) resource management in two indigenous communities in the Peruvian Amazon,2012,0,0,0,None
289,300,"Horning, N. R.",The cost of ignoring rules: Forest conservation and rural livelihood outcomes in Madagascar,2005,0,0,0,None
290,301,"Horowitz, L. S.",It's up to the clan to protect: Cultural heritage and the micropolitical ecology of conservation in New Caledonia,2008,0,0,0,None
291,302,"Horton, L. R.",Buying up nature: Economic and social impacts of Costa Rica's ecotourism boom,2009,0,0,0,None
292,303,"Howard, S. M.",Land conflict and Mayangna territorial rights in Nicaragua's Bosaw’é’_s reserve,1998,0,0,0,None
293,304,"Howe, C.; Obgenova, O.; Milner-Gulland, E. J.","Evaluating the effectiveness of a public awareness campaign as a conservation intervention: The saiga antelope Saiga tatarica in Kalmykia, Russia",2012,0,0,0,None
294,305,"Hu, C. X.; Fu, B. J.; Chen, L. D.; Gulinck, H.","Farmer's attitudes towards the Grain-for-Green programme in the Loess hilly area, China: A case study in two small catchments",2006,0,0,0,None
295,306,"Huang, H. W.; You, M. H.",Public Perception of Ocean Governance and Marine Resources Management in Taiwan,2013,0,0,0,None
296,307,"Huang, L.; Shao, Q.; Liu, J.","Forest restoration to achieve both ecological and economic progress, Poyang Lake basin, China",2012,0,0,0,None
297,308,"Huang, W.; Luukkanen, O.; Johanson, S.; Kaarakka, V.; Raisanen, S.; Vihemaki, H.",Agroforestry for biodiversity conservation of nature reserves: functional group identification and analysis,2002,0,0,0,None
298,309,"Huber, F. K.; Ineichen, R.; Yang, Y.; Weckerle, C. S.","Livelihood and Conservation Aspects of Non-wood Forest Product Collection in the Shaxi Valley, Southwest China",2010,0,0,0,None
299,310,"Hughes, C.",Exploring Children's Perceptions of Cheetahs through Storytelling: Implications for Cheetah Conservation,2013,0,0,0,None
300,311,"Humphries, S. S.; Kainer, K. A.",Local perceptions of forest certification for community-based enterprises,2006,0,0,0,None
301,312,"Hunt, L. M.; Sutton, S. G.; Arlinghaus, R.",Illustrating the critical role of human dimensions research for understanding and managing recreational fisheries within a social-ecological system framework,2013,0,0,0,None
302,313,"Husain, Z.; Bhattacharya, R. N.",Attitudes and institutions: contrasting experiences of Joint Forest Management in India,2004,0,0,0,None
303,314,"Hussain, S. A.; Badola, R.","Valuing mangrove benefits: Contribution of mangrove forests to local livelihoods in Bhitarkanika Conservation Area, East Coast of India",2010,0,0,0,None
304,315,"Hussain, S. A.; Badola, R.",Valuing mangrove ecosystem services: Linking nutrient retention function of mangrove forests to enhanced agroecosystem production,2008,0,0,0,None
305,316,"Hyakumura, K.",'Slippage' in the implementation of forest policy by local officials: A case study of a protected area management in Lao PDR,2010,0,0,0,None
306,317,"Ibesoa, J. M.",Perception of the forest by the villagers of the salonga national park in the democratic Republic of Congo,2009,0,0,0,None
308,319,"Iftekhar, M. S.; Islam, M. R.",Managing mangroves in Bangladesh: A strategy analysis,2004,0,0,0,None
309,320,"Iftekhar, M. S.; Takama, T.","Perceptions of biodiversity, environmental services, and conservation of planted mangroves: A case study on Nijhum Dwip Island, Bangladesh",2008,0,0,0,None
311,322,"Ikeda, N.","Economic impacts of livestock depredation by snow leopard Uncia uncia in the Kanchenjunga Conservation Area, Nepal Himalaya",2004,0,0,0,None
838,900,"Infield, M.; Namara, A.","Community attitudes and behaviour towards conservation: an assessment of a community conservation programme around Lake Mburo National Park, Uganda",2008,0,0,0,None
313,324,"Isaacs, M.","Small-scale fisheries reform: Expectations, hopes and dreams of ""a better life for all""",2006,0,0,0,None
314,325,"Isaacs, M.; Hara, M.",Transformation in the South African fishing industry and its ability to redistribute fishing rights,2008,0,0,0,None
315,326,"Isager, L.; Broge, N. H.",Combining remote sensing and anthropology to trace historical land-use changes and facilitate better landscape management in a sub-watershed in North Thailand,2007,0,0,0,None
316,327,"Isla, A.",Conservation as enclosure: An ecofeminist perspective on sustainable development and biopiracy in Costa Rica,2005,0,0,0,None
320,331,"Ite, U. E.","Community perceptions of the Cross River National Park, Nigeria",1996,0,0,0,None
321,332,"Ite, U.; Adams, W.","Expectations, impacts and attitudes: Conservation and development in Cross River National Park, Nigeria",2000,0,0,0,None
322,333,"Ito, K.; Oura, Y.; Takeya, H.; Hattori, S.; Kitagawa, K.; Paudel, D.; Paudel, G.",The influence of NGO involvement on local people's perception of forest management: A case study of community forestry in Nepal,2005,0,0,0,None
325,336,"Jacobson, S. K.; Robles, R.","ECOTOURISM, SUSTAINABLE DEVELOPMENT, AND CONSERVATION EDUCATION - DEVELOPMENT OF A TOUR GUIDE TRAINING-PROGRAM IN TORTUGUERO, COSTA-RICA",1992,0,0,0,None
326,337,"Jagger, P.; Pender, J.",The role of trees for sustainable management of less-favored lands: The case of eucalyptus in Ethiopia,2003,0,0,0,None
327,338,"Jalilova, G.; Khadka, C.; Vacik, H.",Developing criteria and indicators for evaluating sustainable forest management: A case study in Kyrgyzstan,2012,0,0,0,None
329,340,"Jim, C. Y.; Xu, S. S. W.",Stifled stakeholders and subdued participation: Interpreting local responses toward Shimentai nature reserve in South China,2002,0,0,0,None
330,341,"Jitpakdee, R.; Thapa, G. B.","Sustainability Analysis of Ecotourism on Yao Noi Island, Thailand",2012,0,0,0,None
332,344,"Jones, E. V.; Gray, T. S.; Umponstira, C.","Small-scale fishing: Perceptions and threats to conserving a livelihood in the province of Phang-nga, Thailand",2010,0,0,0,None
333,345,"Jones, J. L.","Transboundary conservation: Development implications for communities in KwaZulu-Natal, South Africa",2005,0,0,0,None
334,346,"Jones, S.","Tigers, trees and Tharu: An analysis of community forestry in the buffer zone of the Royal Chitwan National Park, Nepal",2007,0,0,0,None
335,347,"Jorge, M. A.",Developing capacity for coastal management in the absence of the government: A case study in the Dominican Republic,1997,0,0,0,None
336,348,"Joshi, R.","Gujjar community resettlement from Rajaji National Park, Uttarakhand, India",2012,0,0,0,None
337,349,"Jost Robinson, C. A.; Daspit, L. L.; Remis, M. J.",Multi-faceted approaches to understanding changes in wildlife and livelihoods in a protected area: a conservation case study from the Central African Republic,2011,0,0,0,None
788,844,"Jumbe, C.B.L., Angelsen, A.",Do the Poor Benefit from Devolution Policies? Evidence from Malawi’és Forest Co-Management Program.,2006,0,0,0,None
338,350,"Jyotishi, A.; Parthasarathy, R.",Reservoir fisheries management experience of Tawa in Madhya Pradesh,2007,0,0,0,None
339,352,"Kabir, M.; Ghoddousi, A.; Awan, M. S.; Awan, M. N.","Assessment of human-leopard conflict in Machiara National Park, Azad Jammu and Kashmir, Pakistan",2013,0,0,0,None
1036,1105,Kabubo-Mariara et al.,Forest-poverty nexus: Exploring the contribution of forests to rural livelihoods in Kenya,2013,0,0,0,None
340,353,"Kabumbuli, R.; Kiwazi, F. W.","Participatory planning, management and alternative livelihoods for poor wetland-dependent communities in Kampala, Uganda",2009,0,0,0,None
341,354,"Kalaba, F. K.; Quinn, C. H.; Dougill, A. J.",Contribution of forest provisioning ecosystem services to rural livelihoods in the Miombo woodlands of Zambia,2013,0,0,0,None
839,902,"Kalema-Zikusoka, G. and L. Gaffikin",Sharing the forest : protecting gorillas and helping families in Uganda,2008,0,0,0,None
344,358,"Kaltenborn, B. P.; Bjerke, T.; Nyahongo, J. W.; Williams, D. R.","Animal preferences and acceptability of wildlife management actions around Serengeti National Park, Tanzania",2006,0,0,0,None
348,362,"Kamoto, J.; Clarkson, G.; Dorward, P.; Shepherd, D.",Doing more harm than good? Community based natural resource management and the neglect of local institutions in policy development,2013,0,0,0,None
349,363,"Kangalawe, R. Y. M.; Noe, C.","Biodiversity conservation and poverty alleviation in Namtumbo District, Tanzania",2012,0,0,0,None
350,364,"Kar, S. P.; Jacobson, M. G.",Market constraints in NTFP trade: household perspectives in Chittagong Hill Tracts of Bangladesh,2012,0,0,0,None
351,365,"Karanth, K. K.; Kramer, R. A.; Qian, S. S.; Christensen Jr, N. L.","Examining conservation attitudes, perspectives, and challenges in India",2008,0,0,0,None
357,371,"Karnad, D.; Gangal, M.; Karanth, K. K.",Perceptions matter: how fishermen's perceptions affect trends of sustainability in Indian fisheries,2013,0,0,0,None
358,372,"Karper, M. A. M.; Lopes, P. F. M.",Punishment and compliance: Exploring scenarios to improve the legitimacy of small-scale fisheries management rules on the Brazilian coast,2014,0,0,0,None
361,375,"Kaswamila, A.; Russell, S.; McGibbon, M.",Impacts of wildlife on household food security and income in Northeastern Tanzania,2007,0,0,0,None
362,376,"Katel, O. N.; Schmidt-Vogt, D.","Use of forest resources by residents of Jigme Singye Wangchuck National Park, Bhutan: Practices and perceptions in a context of constraints",2011,0,0,0,None
840,903,"Katon, B. M., Pomeroy, R. S., Garces, L. R. and Salamanca, A. M.","Fisheries management of San Salvador Island, Philippines: A shared responsibility",1999,0,0,0,None
363,377,"Kausar, R.; Mirza, S. N.; Saboor, A.; Saleem, A.; Khalid, B.",Role of ecotourism in promoting and sustaining conservation of nature: A case study of murree forest recreational resort,2013,0,0,0,None
365,379,"Keitumetse, S.",UNESCO 2003 convention on intangible heritage: Practical implications for heritage management approaches in Africa,2006,0,0,0,None
366,380,"Kellert, S. R.; Mehta, J. N.; Ebbin, S. A.; Lichtenfeld, L. L.","Community Natural Resource Management: Promise, Rhetoric, and Reality",2000,0,0,0,None
367,381,"Kemp, D. R.; Guodong, H.; Xiangyang, H.; Michalk, D. L.; Fujiang, H.; Jianping, W.; Yingjun, Z.",Innovative grassland management systems for environmental and livelihood benefits,2013,0,0,0,None
368,382,"Kendall, C. I.","The spatial and agricultural basis of crop raiding by the Vulnerable common hippopotamus Hippopotamus amphibius around Ruaha National Park, Tanzania",2011,0,0,0,None
369,383,"Kerley, G. I. H.; Geach, B. G. S.; Vial, C.",Jumbos or bust: Do tourists' perceptions lead to an under-appreciation of biodiversity?,2003,0,0,0,None
370,384,"Khadka, D.; Nepal, S. K.","Local responses to participatory conservation in Annapurna Conservation Area, Nepal",2010,0,0,0,None
371,385,"Khalyani, J. H.; Namiranian, M.; Vaezin, S. M. H.; Feghhi, J.","Development and evaluation of local communities incentive programs for improving the traditional forest management: A case study of Northern Zagros forests, Iran",2013,0,0,0,None
372,386,"Khan, M. S.; Bhagwat, S. A.",Protected Areas: A Resource or Constraint for Local People?,2010,0,0,0,None
841,904,"Khan, M.A., Alam, M.F. and Islam, K.J.",The impact of co-management on household income and expenditure: An empirical analysis of common property fishery resource management in Bangladesh.,2012,0,0,0,None
373,387,"Khanal, R. C.",Local-level natural resource management networks in Nepal: An additional burden or agents of change ensuring environmental governance and sustainable livelihoods?,2007,0,0,0,None
374,389,"Khatri, T. B.",Conservation governance in Nepal: Protecting forest biodiversity and people's livelihoods,2010,0,0,0,None
375,390,"Khumsri, M.",Pre-existing Inland Fisheries Management in Thailand: The Case of the Lower Songkhram River Basin,2010,0,0,0,None
377,392,"Kideghesho, J. R.; Roskaft, E.; Kaltenborn, B. P.","Factors influencing conservation attitudes of local people in Western Serengeti, Tanzania",2007,0,0,0,None
379,394,"Kimaro, J.; Lulandala, L.",Contribution of non-timber forest products to poverty alleviation and forest conservation in Rufiji District - Tanzania,2013,0,0,0,None
380,395,"King, B. H.",Conservation and community in the new South Africa: A case study of the Mahushe Shongwe Game Reserve,2007,0,0,0,None
381,396,"King, B.; Peralvo, M.",Coupling community heterogeneity and perceptions of conservation in rural South Africa,2010,0,0,0,None
382,397,"King, T. D.","Folk management and local knowledge: Lobster fishing and tourism at Caye Caulker, Belize",1997,0,0,0,None
385,400,"Koelble, T. A.","Ecology, economy and empowerment: Eco-tourism and the game lodge industry in South Africa",2011,0,0,0,None
386,401,"Koku, J. E.; Gustafsson, J. E.",Local institutions and natural resource management in the South Tongu District of Ghana: A case study,2003,0,0,0,None
843,906,"Korhonen, K, Rahkonen, O and Hemminki, E","Implications of integrated nature conservation for human reproductive health: a case study from Ranomafana National Park, Madagascar",2004,0,0,0,None
388,403,"Koul, D. N.; Omprakash, M. D.; Shukla, G.; Chakravarty, S.",Improvement in livestock status through soil and water conservation: Case of two semi-arid districts of Madhya Pradesh in India,2011,0,0,0,None
389,404,"Krause, T.; Zambonino, H.",More than just trees-Animal species diversity and participatory forest monitoring in the Ecuadorian Amazon,2013,0,0,0,None
390,405,"Kreb, D.; Budiono",Conservation management of small core areas: Key to survival of a Critically Endangered population of Irrawaddy river dolphins Orcaella brevirostris in Indonesia,2005,0,0,0,None
844,907,"Kremen, C, Niles, J-O, Dalton, MG, Daily, GC, Ehrlich, PR, Fay, JP, Grewal, D and Guillery, RP",Economic incentives for rainforest conservation across scales,2000,0,0,0,None
391,406,"Krishna, A. P.; Chhetri, S.; Singh, K. K.",Human dimensions of conservation in the Kangchendzonga biosphere reserve: The need for conflict prevention,2002,0,0,0,None
392,407,"Kugonza, A.; Buyinza, M.; Byakagaba, P.","Linking local communities livelihoods and forest conservation in Masindi district, North Western Uganda",2009,0,0,0,None
393,408,"Kuhar, C. W.; Bettinger, T. L.; Lehnhardt, K.; Tracy, O.; Cox, D.","Evaluating for long-term impact of an environmental education program at the Kalinzu Forest Reserve, Uganda",2010,0,0,0,None
394,409,"Kumar, C.",Perceptions of incentives for participation: Insights from joint forest management in India,2007,0,0,0,None
845,908,"Kumar, S.","Common Pool Resource Management Help, the Poor? A Social Cost-Benefit Analysis of Joint Forest Management in Jharkhand and India. World Development, 30(5): 763-782.",2002,0,0,0,None
396,411,"Kundu, R.; Aura, C. M.; Muchiri, M.; Njiru, J. M.; Ojuok, J. E.","Difficulties of fishing at lake Naivasha, Kenya: Is community participation in management the solution?",2010,0,0,0,None
397,412,"Kuvan, Y.; Akan, P.",Conflict and agreement in stakeholder attitudes: Residents' and hotel managers' views of tourism impacts and forest-related tourism development,2012,0,0,0,None
398,413,"Lagendijk, D. D. G.; Gusset, M.","Human-carnivore coexistence on communal land bordering the greater Kruger Area, South Africa",2008,0,0,0,None
400,415,"Lai, Q.",Community participation in the management of nature reserves: Experiences and lessons from China,2003,0,0,0,None
401,416,"Lam, L. M.",Cultural perspectives of land and livelihoods: A case study of Shuklaphanta Wildlife Reserve in far-Western Nepal,2011,0,0,0,None
403,418,"Launio, C. C.; Morooka, Y.; Aizaki, H.; Iiguni, Y.","Perceptions of small-scale fishermen on the value of marine resources and protected areas: Case of Claveria, Northern Philippines",2010,0,0,0,None
848,911,"Le, H.",Economic reforms and mangrove forests in Central Vietnam,2008,0,0,0,None
849,912,"Leclercq, B.",Links Between Conservation/Development Projects and International Conventions and Programs : The Southeastern Rainforest of Madagascar,2010,0,0,0,None
1003,1065,"Leisher, C., Brouwer, R., Boucher, T.M., Vogelij, R., Bainbridge, W.R., and Sanjayan, M.","Striking a Balance: Socioeconomic Development and Conservation in Grassland through Community-Based Zoning",2011,0,0,0,None
1004,1066,"Leisher, C., Hess, S., Sherwood, D., and Boucher, T.","Report on the Ecological and Socioeconomic Assessments of the Quito Water Fund",2012,0,0,0,None
407,422,"Leisher, C., Mangubhai, S., Hess, S., Widodo, H., Soekirman, T., Tjoe, S., Wawiyai, S., Larsen, S. N., Rumetna, L., Halim, A. and Sanjayan, M.",Measuring the benefits and costs of community education and outreach in marine protected areas,2012,0,0,0,None
1005,1067,"Leisher, C.van Beukering, P.Scherl, L.M.",Nature's Investment Bank: How Marine Protected Areas contribute to poverty reduction,2007,0,0,0,None
408,423,"Lepp, A.; Holland, S.","A comparison of attitudes toward state-led conservation and community-based conservation in the village of Bigodi, Uganda",2006,0,0,0,None
850,913,"Lepper, C. M.; Goebel, J. S.","Community-based natural resource management, poverty alleviation and livelihood diversification: A case study from northern Botswana",2010,0,0,0,None
851,914,"Leverington, F.; Costa, K. L.; Pavese, H.; Lisle, A.; Hockings, M.",A global analysis of protected area management effectiveness,2010,0,0,0,None
410,425,"Lewark, S.; George, L.; Karmann, M.",Study of gender equality in community based forest certification programmes in Nepal,2011,0,0,0,None
412,427,"Li, J.; Feldman, M. W.; Li, S.; Daily, G. C.",Rural household income and inequality under the sloping land conversion program in Western China,2011,0,0,0,None
852,915,"Li, W. and Huntsinger, L.",China's grassland contract policy and its impacts on herder ability to benefit in Inner Mongolia: Tragic feedbacks,2011,0,0,0,None
415,430,"Lindsey, P. A.; Romanach, S. S.; Davies-Mostert, H. T.",The importance of conservancies for enhancing the value of game ranch land for large mammal conservation in southern Africa,2009,0,0,0,None
855,918,"Lindstrom, S.; Mattsson, E.; Nissanka, S. P.",Forest cover change in Sri Lanka: The role of small scale farmers,2012,0,0,0,None
416,431,"Linkie, M.; Dinata, Y.; Nofrianto, A.; Leader-Williams, N.","Patterns and perceptions of wildlife crop raiding in and around Kerinci Seblat National Park, Sumatra",2007,0,0,0,None
856,919,"Liu, C., Lu, J., Yin, R.","An Estimation of the Effects of China’és Priority and Forestry Programs on Farmers’é Income. Environmental Management, 45, 526-540.",2010,0,0,0,None
857,920,"Liu, J.; Li, S.; Ouyang, Z.; Tam, C.; Chen, X.",Ecological and socioeconomic effects of China's policies for ecosystem services,2008,0,0,0,None
417,432,"Liu, J.; Ouyang, Z.; Miao, H.",Environmental attitudes of stakeholders and their perceptions regarding protected area-community conflicts: A case study in China,2010,0,0,0,None
419,434,"Locatelli, B.; Evans, V.; Wardell, A.; Andrade, A.; Vignola, R.",Forests and climate change in latin America: Linking adaptation and mitigation,2011,0,0,0,None
421,436,"Lopes, P. F. M.; Rosa, E. M.; Salyvonchyk, S.; Nora, V.; Begossi, A.",Suggestions for fixing top-down coastal fisheries management through participatory approaches,2013,0,0,0,None
858,921,"Lopes, P. F. M.; Silvano, R. A. M.; Begossi, A.",Extractive and sustainable development reserves in Brazil: Resilient alternatives to fisheries?,2011,0,0,0,None
422,437,"Low, B.; Sundaresan, S. R.; Fischhoff, I. R.; Rubenstein, D. I.",Partnering with local communities to identify conservation priorities for endangered Grevy's zebra,2009,0,0,0,None
423,438,"Lund, J. F.; Baral, K.; Bhandari, N. S.; Chhetri, B. B. K.; Larsen, H. O.; Nielsen, T. J.; Puri, L.; Rutt, R. L.; Treue, T.",Who benefits from taxation of forest products in Nepal's community forests?,2014,0,0,0,None
424,439,"Lund, J. F.; Treue, T.",Are We Getting There? Evidence of Decentralized Forest Management from the Tanzanian Miombo Woodlands,2008,0,0,0,None
425,440,"Lunn, K. E.; Dearden, P.",Fishers' needs in marine protected area zoning: A case study from Thailand,2006,0,0,0,None
859,922,"Lunstrum, E","Mozambique, neoliberal land reform, and the Limpopo National Park",2008,0,0,0,None
427,442,"Luoga, E. J.; Witkowski, E. T. F.; Balkwill, K.",Land cover and use changes in relation to the institutional framework and tenure of land and resources in eastern Tanzania Miombo woodlands,2005,0,0,0,None
428,443,"Lyons, A.",The Rise and Fall of a Second-Generation CBNRM Project in Zambia: Insights from a Project Perspective,2013,0,0,0,None
429,444,"Ma, H.; Lu, Y.; Xing, Y.; He, G.; Sun, Y.","Rural households' attitude and economic strategies toward the conversion of cropland to forest and grassland program (CCFG): A case study in qira, china",2009,0,0,0,None
430,445,"MacHaria, J. M.; Thenya, T.; Ndiritu, G. G.","Management of highland wetlands in central Kenya: The importance of community education, awareness and eco-tourism in biodiversity conservation",2010,0,0,0,None
432,447,"Madhusudan, M. D.",The Global Village: Linkages between International Coffee Markets and Grazing by Livestock in a South Indian Wildlife Reserve,2005,0,0,0,None
433,448,"Magole, L.; Magole, L. I.",The Okavango: Whose Delta is it?,2009,0,0,0,None
434,449,"Mahanty, S.; Russell, D.",High Stakes: Lessons from Stakeholder Groups in the Biodiversity Conservation Network,2002,0,0,0,None
436,451,"Mahapatra, A. K.; Albers, H. J.; Robinson, E. J. Z.",The impact of NTFP sales on rural households' cash income in India's dry deciduous forest,2005,0,0,0,None
437,452,"Mahapatra, A. K.; Shackleton, C. M.","Exploring the relationships between trade in natural products, cash income and livelihoods in tropical forest regions of Eastern India",2012,0,0,0,None
860,923,"Maharjan, M.R., Dakal, T.R., Thapa, S.K., Schreckenberg, K.  and Luttrell, C.",Improving the benefits of pro-poor community forestry in the Nepal Churia region,2009,0,0,0,None
438,453,"Maikhuri, R. K.; Nautiyal, S.; Rao, K. S.; Saxena, K. G.","Conservation policy-people conflicts: A case study from Nanda Devi Biosphere Reserve (a World Heritage Site), India",2001,0,0,0,None
439,454,"Maikhuri, R. K.; Rana, U.; Rao, K. S.; Nautiyal, S.; Saxena, K. G.",Promoting ecotourism in the buffer zone areas of Nanda Devi Biosphere Reserve: An option to resolve people-policy conflict,2000,0,0,0,None
440,455,"Maliao, R. J.; Polohan, B. B.","Evaluating the Impacts of Mangrove Rehabilitation in Cogtong Bay, Philippines",2008,0,0,0,None
441,456,"Malla, Y. B.",Impact of community forestry policy on rural livelihoods and food security in Nepal,1999,0,0,0,None
442,457,"Mamo, D.; Bouer, H.; Tesfay, Y.","Crop damage by African elephants assessment in kaftasheraro national park, Ethiopia",2013,0,0,0,None
443,458,"Manandhar, T. D.; Shin, M. Y.","How community-based forest management can improve rural livelihoods: A case of Kabhre district, Nepal",2013,0,0,0,None
444,459,"Mangan, T.; Brouwer, R.; da Lohano, H.; Nangraj, G. M.",Estimating the recreational value of Pakistan's largest freshwater lake to support sustainable tourism management using a travel cost model,2013,0,0,0,None
446,461,"Manyara, G.; Jones, E.; Botterill, D.",Tourism and poverty alleviation: The case for indigenous enterprise development in Kenya,2006,0,0,0,None
1006,1068,"Margoluis, R.A.","Conservation for health: Exploring the association between the small-scale commercial utilization of non-timber forest resources and human health in a tropical forest biosphere reserve",1994,0,0,0,None
451,466,"Maroyi, A.",Community attitudes towards the reintroduction programme for the Endangered pepperbark tree Warburgia salutaris: Implications for plant conservation in south-east Zimbabwe,2012,0,0,0,None
453,468,"Marschke, M.; Berkes, F.",Local level sustainability planning for livelihoods: A Cambodian experience,2005,0,0,0,None
455,470,"Marshall, N. A.; Marshall, P. A.; Abdulla, A.; Rouphael, T.",The links between resource dependency and attitude of commercial fishers to coral reef conservation in the red sea,2010,0,0,0,None
456,471,"Martin, A.; Gross-Camp, N.; Kebede, B.; McGuire, S.; Munyarukaza, J.",Whose environmental justice? Exploring local and global perspectives in a payments for ecosystem services scheme in Rwanda,2014,0,0,0,None
457,472,"Martini, E.; Roshetko, J. M.; van Noordwijk, M.; Rahmanulloh, A.; Mulyoutami, E.; Joshi, L.; Budidarsono, S.","Sugar palm (Arenga pinnata (Wurmb) Merr.) for livelihoods and biodiversity conservation in the orangutan habitat of Batang Toru, North Sumatra, Indonesia: Mixed prospects for domestication",2012,0,0,0,None
459,475,"Maskey, V.; Gebremedhin, T. G.; Dalton, T. J.",Social and cultural determinants of collective management of community forest in Nepal,2006,0,0,0,None
460,476,"Matiku, P.; Caleb, M.; Callistus, O.","The impact of participatory forest management on local community livelihoods in the Arabuko-Sokoke forest, Kenya",2013,0,0,0,None
464,480,"Mbaiwa, J. E.","The success and sustainability of Community-Based Natural Resource Management in the Okavango Delta, Botswana",2004,0,0,0,None
467,483,"Mbaiwa, J. E.; Stronza, A. L.","Changes in resident attitudes towards tourism development and conservation in the Okavango Delta, Botswana",2011,0,0,0,None
468,484,"Mbaiwa, J. E.; Stronza, A.; Kreuter, U. R. S.","From collaboration to conservation: Insights from the Okavango Delta, Botswana",2011,0,0,0,None
